Open,High,Low,Close,Adj Close,Volume,Ticker,Rendimiento,Volatilidad
25.394359588623047,25.42423439025879,25.155353546142578,25.304731369018555,11.495238304138184,3147623,IBM,,
25.24498176574707,25.304731369018555,25.155353546142578,25.215105056762695,11.4545259475708,3275235,IBM,-0.0035416713851618153,
25.155353546142578,25.42423439025879,25.125478744506836,25.304731369018555,11.495238304138184,3911203,IBM,0.003554259403988347,
25.364484786987305,25.454111099243164,25.304731369018555,25.42423439025879,11.549531936645508,2699517,IBM,0.004723141101631523,
25.60348892211914,25.812620162963867,25.5736141204834,25.60348892211914,11.630964279174805,3855974,IBM,0.0070507049961843204,
26.290630340576172,26.589387893676758,26.290630340576172,26.4997615814209,12.038121223449707,17241009,IBM,0.03500629307270042,
26.410133361816406,26.589387893676758,26.26075553894043,26.559511184692383,12.065255165100098,8009850,IBM,0.002254001363396707,
26.4997615814209,26.4997615814209,26.171127319335938,26.26075553894043,11.929536819458008,6405704,IBM,-0.01124869252949312,
26.171127319335938,26.35038185119629,26.081501007080078,26.081501007080078,11.848118782043457,6391060,IBM,-0.006824911867638561,
26.141252517700195,26.171127319335938,25.872371673583984,26.141252517700195,11.875248908996582,6930796,IBM,0.0022898257058532323,
26.051624298095703,26.171127319335938,25.961997985839844,26.141252517700195,11.875248908996582,5649237,IBM,0.0,
26.201004028320312,26.380258560180664,26.02174949645996,26.02174949645996,11.820966720581055,5466814,IBM,-0.004571035843670024,
26.111377716064453,26.320507049560547,26.081501007080078,26.141252517700195,11.875248908996582,4909506,IBM,0.004592026159841778,
26.26075553894043,26.290630340576172,25.93212127685547,25.99187469482422,11.807403564453125,5783543,IBM,-0.005713172419658297,
26.051624298095703,26.051624298095703,25.663240432739258,25.663240432739258,11.658108711242676,4107014,IBM,-0.012644172988201197,
25.5736141204834,26.111377716064453,25.5736141204834,26.051624298095703,11.83454418182373,6748374,IBM,0.015134141819324931,
26.171127319335938,26.201004028320312,25.782743453979492,25.812620162963867,11.725971221923828,4879381,IBM,-0.009174240953585322,
25.812620162963867,26.081501007080078,25.812620162963867,26.081501007080078,11.848118782043457,5090254,IBM,0.010416839493111896,
26.171127319335938,26.320507049560547,26.081501007080078,26.111377716064453,11.861685752868652,6981841,IBM,0.0011450738361735713,
25.961997985839844,26.44001007080078,25.872371673583984,26.410133361816406,12.131766319274902,6327463,IBM,0.02276915541628921,
26.410133361816406,26.619264602661133,26.35038185119629,26.410133361816406,12.131766319274902,5460957,IBM,0.0,
26.410133361816406,26.52963638305664,26.380258560180664,26.469884872436523,12.159213066101074,5190252,IBM,0.002262386704775521,
26.469884872436523,26.589387893676758,26.380258560180664,26.589387893676758,12.214109420776367,5083560,IBM,0.004514795026360652,
26.619264602661133,26.977771759033203,26.589387893676758,26.8582706451416,12.337621688842773,7586847,IBM,0.010112261468389283,
27.157026290893555,27.36615753173828,27.007648468017578,27.246654510498047,12.516026496887207,10657903,IBM,0.014460226820357969,
27.27652931213379,27.60516357421875,27.246654510498047,27.30640411376953,12.543477058410645,9667550,IBM,0.0021932329346110446,
27.216777801513672,27.635038375854492,27.186901092529297,27.635038375854492,12.694438934326172,6217424,IBM,0.012035090048202024,
27.54541015625,27.664913177490234,27.396032333374023,27.575286865234375,12.666984558105469,7370116,IBM,-0.0021627089123620324,
27.69478988647461,27.78441619873047,27.515535354614258,27.754541397094727,12.749333381652832,6370558,IBM,0.006501059756536032,
27.69478988647461,27.78441619873047,27.54541015625,27.575286865234375,12.666984558105469,7406517,IBM,-0.006459068963234449,
27.515535354614258,28.053298950195312,27.515535354614258,27.96367073059082,12.84539794921875,7261750,IBM,0.014084914234707702,
28.083173751831055,28.142925262451172,27.87404441833496,28.142925262451172,12.927738189697266,8090182,IBM,0.006410096503356888,
28.083173751831055,28.38193130493164,28.023422241210938,28.38193130493164,13.03752613067627,7125770,IBM,0.008492432269900041,
28.38193130493164,28.411806106567383,28.172800064086914,28.38193130493164,13.03752613067627,6047135,IBM,0.0,
28.11305046081543,28.20267677307129,27.754541397094727,27.78441619873047,12.763055801391602,4806161,IBM,-0.02105233205545498,
27.96367073059082,28.65081214904785,27.903919219970703,28.62093734741211,13.147323608398438,8201058,IBM,0.030107821589633543,
28.680688858032227,29.188575744628906,28.591060638427734,28.88981819152832,13.270837783813477,11953688,IBM,0.009394625027419279,
28.62093734741211,28.88981819152832,28.561185836791992,28.680688858032227,13.174759864807129,8329926,IBM,-0.0072397779681652175,
28.80019187927246,28.859943389892578,28.441682815551758,28.561185836791992,13.119874000549316,6451728,IBM,-0.004165985932269245,
28.561185836791992,28.88981819152832,28.501434326171875,28.770315170288086,13.215938568115234,5432087,IBM,0.0073220647974130415,
28.80019187927246,29.12882423400879,28.71056365966797,28.859943389892578,13.257105827331543,9840350,IBM,0.003114970533808936,
28.770315170288086,29.21845054626465,28.770315170288086,28.830066680908203,13.243385314941406,6458004,IBM,-0.0010349553340556206,
28.979446411132812,29.03919792175293,28.62093734741211,28.830066680908203,13.243385314941406,6223282,IBM,0.0,
28.88981819152832,28.88981819152832,28.352054595947266,28.38193130493164,13.03752613067627,5988559,IBM,-0.015544302258794995,
28.352054595947266,28.740440368652344,28.352054595947266,28.65081214904785,13.16104793548584,4525833,IBM,0.009474328455529202,
28.71056365966797,28.88981819152832,28.501434326171875,28.740440368652344,13.202220916748047,5758021,IBM,0.003128396877211781,
28.80019187927246,29.188575744628906,28.740440368652344,29.009321212768555,13.325728416442871,9376344,IBM,0.009355054764925708,
